Customer,"UCSB"
Date Range,01/01/2022 - 01/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,01/12/2022 05:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 06:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 07:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 08:00,14,25,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 09:00,78,150,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 10:00,202,267,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 11:00,309,355,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 12:00,412,470,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 13:00,574,646,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 14:00,652,713,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 15:00,669,709,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 16:00,602,672,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 17:00,486,537,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 18:00,406,445,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 19:00,311,350,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 20:00,285,301,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 21:00,200,259,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 22:00,14,113,1hour,UCSB > UCSB Library
UCSB Library,01/12/2022 23:00,8,10,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 00:00,5,11,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 01:00,4,5,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 02:00,5,5,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 03:00,4,5,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 04:00,4,6,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 05:00,6,8,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 06:00,5,5,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 07:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 08:00,14,25,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 09:00,88,164,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 10:00,237,327,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 11:00,381,414,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 12:00,442,496,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 13:00,546,631,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 14:00,690,727,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 15:00,714,737,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 16:00,667,746,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 17:00,535,617,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 18:00,403,447,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 19:00,270,373,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 20:00,218,238,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 21:00,141,197,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 22:00,5,39,1hour,UCSB > UCSB Library
UCSB Library,01/13/2022 23:00,4,5,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 00:00,5,6,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 01:00,4,5,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 02:00,4,5,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 03:00,4,5,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 04:00,4,5,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 05:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 06:00,5,6,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 07:00,6,8,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 08:00,10,19,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 09:00,46,82,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 10:00,129,174,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 11:00,203,246,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 12:00,252,312,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 13:00,366,448,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 14:00,496,533,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 15:00,491,530,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 16:00,423,480,1hour,UCSB > UCSB Library
