Customer,"UCSB"
Date Range,03/01/2022 - 03/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,03/07/2022 08:00,175,316,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 09:00,552,763,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 10:00,1076,1361,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 11:00,1539,1635,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 12:00,1795,1962,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 13:00,2125,2290,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 14:00,2414,2569,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 15:00,2710,2805,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 16:00,2686,2858,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 17:00,2162,2356,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 18:00,1769,1972,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 19:00,1601,1671,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 20:00,1637,1740,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 21:00,1533,1634,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 22:00,1276,1457,1hour,UCSB > UCSB Library
UCSB Library,03/07/2022 23:00,989,1155,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 00:00,534,810,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 01:00,270,401,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 02:00,121,204,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 03:00,54,72,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 04:00,45,58,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 05:00,40,44,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 06:00,32,46,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 07:00,52,96,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 08:00,181,373,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 09:00,607,699,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 10:00,954,1214,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 11:00,1316,1407,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 12:00,1592,1847,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 13:00,2113,2383,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 14:00,2477,2752,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 15:00,2612,2807,1hour,UCSB > UCSB Library
